order_id,date,customer_id,customer_age,customer_gender,product_id,product_name,category,unit_price,quantity,discount_percentage,promo,sales,payment_method,region,shipping_fee,delivery_time,delivery_status,customer_rating,return_status,device,website_visit_duration,order_channel,discount_code
O00162,2023-03-03,C7716,79,Male,P35412,Suco,Alimentos,278.83,7,30,Sim,1366.27,Boleto,Sul,90.78,12,Entregue,4,Não,Desktop,248,Website,DISC429
O01048,2023-03-03,C9801,37,Female,P55706,Smartphone,Eletrônicos,306.57,6,0,Não,1839.42,Pix,Nordeste,52.77,8,Entregue,5,Sim,Tablet,241,Website,
O02466,2023-03-03,C4567,68,Male,P58709,Pelúcia,Brinquedos,12.13,10,30,Sim,84.91,Cartão de Crédito,Centro-Oeste,22.47,4,Em trânsito,5,Não,Desktop,395,App,DISC447
O01540,2023-03-03,C1191,69,Female,P10973,Headphones,Eletrônicos,182.85,5,5,Sim,868.54,Paypal,Sul,56.44,4,Entregue,4,Não,Desktop,281,Website,DISC785
O01551,2023-03-04,C7079,75,Female,P58063,Sabonete,Beleza,18.46,7,15,Sim,109.84,Pix,Norte,65.42,1,Em trânsito,5,Não,Desktop,454,Website,DISC767
O00732,2023-03-04,C7102,41,Other,P31961,Biscoito,Alimentos,41.21,2,20,Sim,65.94,Paypal,Norte,49.8,14,Entregue,1,Não,Mobile,434,App,DISC108
O01176,2023-03-04,C7972,53,Female,P75435,Corda,Esportes,402.71,8,5,Sim,3060.6,Pix,Centro-Oeste,74.34,3,Entregue,4,Não,Mobile,419,Website,DISC518
O00139,2023-03-04,C8468,50,Female,P72495,Jaqueta,Roupas,193.48,3,5,Sim,551.42,Dinheiro,Sul,60.35,3,Cancelado,4,Não,Mobile,260,App,DISC461
O01064,2023-03-04,C6285,32,Female,P29861,Suco,Alimentos,38.31,10,10,Sim,344.79,Dinheiro,Centro-Oeste,10.17,2,Entregue,3,Não,Desktop,360,App,DISC507
O00102,2023-03-04,C8230,21,Female,P34232,Sapato,Roupas,91.13,7,0,Não,637.91,Cartão de Crédito,Centro-Oeste,81.68,14,Entregue,4,Não,Desktop,292,Website,
O02082,2023-03-04,C6929,32,Male,P91863,Vestido,Roupas,118.32,9,0,Não,1064.88,Pix,Sul,95.04,4,Em trânsito,5,Sim,Mobile,437,App,
O00398,2023-03-04,C8269,67,Female,P82495,Cama,Móveis,76.07,4,30,Sim,213.0,Paypal,Norte,66.34,2,Cancelado,3,Não,Mobile,249,App,DISC452
O01210,2023-03-04,C8178,62,Male,P72723,Estante,Móveis,224.51,8,5,Sim,1706.28,Pix,Norte,57.65,4,Entregue,2,Não,Mobile,529,App,DISC475
O02463,2023-03-04,C1556,40,Male,P85033,Biscoito,Alimentos,308.76,10,25,Sim,2315.7,Cartão de Crédito,Centro-Oeste,52.97,4,Em trânsito,4,Não,Desktop,133,Website,DISC625
O01198,2023-03-04,C9676,77,Male,P45732,Headphones,Eletrônicos,235.77,5,20,Sim,943.08,Paypal,Sudeste,50.75,12,Entregue,4,Não,Mobile,406,App,DISC991
O01990,2023-03-05,C8381,25,Female,P14723,Romance,Livros,103.21,2,0,Não,206.42,Dinheiro,Sudeste,94.5,5,Entregue,3,Não,Mobile,572,App,
O01791,2023-03-05,C8531,55,Male,P10526,Sabonete,Beleza,335.59,2,15,Sim,570.5,Dinheiro,Centro-Oeste,13.3,11,Entregue,5,Não,Mobile,180,Website,DISC846
O01367,2023-03-05,C8647,55,Female,P97049,Calça,Roupas,148.83,2,15,Sim,253.01,Boleto,Nordeste,97.81,6,Entregue,1,Não,Mobile,508,App,DISC389
O02907,2023-03-06,C4605,77,Female,P58505,Autoajuda,Livros,340.13,6,10,Sim,1836.7,Boleto,Sul,56.98,1,Entregue,4,Não,Mobile,461,App,DISC544
O00095,2023-03-06,C5088,35,Other,P14192,Calça,Roupas,441.96,5,30,Sim,1546.86,Dinheiro,Nordeste,64.81,10,Entregue,4,Não,Mobile,168,App,DISC167
O02110,2023-03-06,C4398,20,Male,P99527,Bola,Esportes,32.52,5,20,Sim,130.08,Paypal,Sul,77.44,8,Entregue,4,Não,Mobile,509,App,DISC678
O01517,2023-03-06,C4856,45,Male,P48938,Ficção Científica,Livros,281.64,10,10,Sim,2534.76,Paypal,Nordeste,58.32,7,Em trânsito,3,Não,Mobile,282,Website,DISC759
O02484,2023-03-06,C2689,26,Male,P14033,Sabonete,Beleza,159.32,6,10,Sim,860.33,Cartão de Crédito,Sudeste,34.12,10,Entregue,2,Não,Mobile,490,App,DISC925
O00513,2023-03-06,C8241,43,Male,P90596,Cadeira,Móveis,367.09,6,20,Sim,1762.03,Cartão de Crédito,Nordeste,47.52,1,Entregue,4,Não,Mobile,344,App,DISC307
O00724,2023-03-06,C5958,48,Female,P66987,Perfume,Beleza,164.13,5,20,Sim,656.52,Boleto,Sudeste,10.47,4,Entregue,5,Não,Desktop,374,App,DISC415
O00785,2023-03-07,C3451,35,Female,P48769,Camiseta,Roupas,400.37,5,25,Sim,1501.39,Cartão de Crédito,Nordeste,40.98,6,Entregue,5,Não,Desktop,423,App,DISC456
O01925,2023-03-07,C6316,43,Female,P16030,Shampoo,Beleza,255.91,3,15,Sim,652.57,Boleto,Nordeste,65.17,2,Entregue,4,Não,Desktop,531,App,DISC767
O00159,2023-03-07,C8429,41,Male,P90543,Cama,Móveis,297.51,1,0,Não,297.51,Cartão de Crédito,Nordeste,29.48,7,Entregue,2,Não,Mobile,348,Website,
O02915,2023-03-07,C4830,59,Male,P84693,Calça,Roupas,23.73,1,20,Sim,18.98,Boleto,Sul,63.64,6,Entregue,3,Não,Mobile,86,Website,DISC578
O02950,2023-03-07,C5703,62,Male,P64878,Headphones,Eletrônicos,407.11,10,5,Sim,3867.54,Paypal,Sul,51.76,12,Cancelado,3,Não,Mobile,422,Website,DISC736
O02688,2023-03-07,C3795,57,Female,P60400,Cadeira,Móveis,205.93,5,10,Sim,926.68,Cartão de Crédito,Norte,8.81,13,Entregue,2,Não,Tablet,577,Website,DISC255
O02386,2023-03-07,C1692,43,Male,P85324,Autoajuda,Livros,427.45,2,0,Não,854.9,Paypal,Sudeste,88.68,14,Entregue,5,Não,Desktop,101,Website,
O01965,2023-03-07,C6634,35,Male,P46640,Vestido,Roupas,441.39,6,25,Sim,1986.26,Dinheiro,Norte,71.81,11,Entregue,2,Não,Tablet,595,Website,DISC786
O02351,2023-03-07,C3560,52,Female,P92115,Chocolate,Alimentos,458.42,9,10,Sim,3713.2,Dinheiro,Nordeste,90.75,13,Entregue,5,Não,Desktop,540,App,DISC286
O01075,2023-03-08,C3426,67,Other,P24671,Shampoo,Beleza,239.47,9,5,Sim,2047.47,Boleto,Sudeste,82.09,11,Em trânsito,4,Não,Mobile,535,App,DISC456
O02380,2023-03-08,C2301,23,Male,P35489,Smartwatch,Eletrônicos,349.83,7,10,Sim,2203.93,Paypal,Centro-Oeste,28.7,13,Entregue,4,Não,Tablet,196,App,DISC654
O01262,2023-03-08,C5434,63,Female,P68765,Shampoo,Beleza,47.62,10,30,Sim,333.34,Dinheiro,Nordeste,34.76,1,Entregue,4,Não,Desktop,70,Website,DISC191
O00921,2023-03-08,C2151,36,Female,P61772,Raquete,Esportes,325.38,7,20,Sim,1822.13,Dinheiro,Centro-Oeste,66.87,9,Cancelado,4,Não,Mobile,103,Website,DISC511
O02290,2023-03-08,C1941,38,Male,P71854,Headphones,Eletrônicos,94.95,7,0,Não,664.65,Boleto,Centro-Oeste,52.22,11,Em trânsito,4,Não,Mobile,503,App,
O02261,2023-03-09,C8130,53,Male,P56871,Café,Alimentos,297.14,10,0,Não,2971.4,Cartão de Crédito,Sudeste,66.24,11,Entregue,4,Não,Desktop,395,Website,
O02936,2023-03-09,C7681,22,Female,P19096,Camiseta,Roupas,304.35,3,20,Sim,730.44,Cartão de Crédito,Nordeste,35.31,8,Entregue,4,Não,Mobile,211,App,DISC253
O01585,2023-03-09,C5774,18,Female,P87318,Headphones,Eletrônicos,377.91,5,20,Sim,1511.64,Cartão de Crédito,Centro-Oeste,91.56,1,Em trânsito,4,Não,Desktop,276,Website,DISC641
O00920,2023-03-09,C2567,19,Other,P50857,Boneca,Brinquedos,461.02,7,5,Sim,3065.78,Cartão de Crédito,Centro-Oeste,87.66,3,Entregue,5,Não,Tablet,455,Website,DISC346
O00299,2023-03-09,C1913,78,Male,P82043,Maquiagem,Beleza,447.02,8,30,Sim,2503.31,Pix,Sudeste,10.55,13,Cancelado,4,Não,Mobile,270,App,DISC614
O02411,2023-03-09,C2184,42,Male,P51835,Corda,Esportes,404.73,6,0,Não,2428.38,Boleto,Centro-Oeste,96.78,5,Entregue,4,Não,Mobile,37,Website,
O02217,2023-03-09,C9976,64,Female,P71561,Carrinho,Brinquedos,159.15,6,0,Não,954.9,Paypal,Norte,31.01,8,Entregue,5,Não,Tablet,598,Website,
O01022,2023-03-10,C6755,61,Male,P91163,Smartwatch,Eletrônicos,11.25,3,30,Sim,23.62,Cartão de Crédito,Sul,93.16,5,Entregue,5,Não,Mobile,92,App,DISC915
O00470,2023-03-10,C3014,40,Male,P98301,Estante,Móveis,105.49,3,15,Sim,269.0,Paypal,Centro-Oeste,99.03,8,Em trânsito,5,Não,Desktop,203,App,DISC442
O02229,2023-03-10,C5932,25,Male,P19963,Pipoca,Alimentos,392.24,6,0,Não,2353.44,Pix,Sul,72.87,2,Entregue,3,Não,Mobile,421,Website,
O00579,2023-03-10,C2519,62,Male,P97834,Suco,Alimentos,240.08,7,30,Sim,1176.39,Pix,Norte,53.52,13,Entregue,4,Não,Mobile,245,App,DISC641
O00459,2023-03-10,C9068,71,Male,P42121,Camiseta,Roupas,62.27,1,30,Sim,43.59,Pix,Norte,16.42,9,Entregue,2,Não,Desktop,295,App,DISC393
O01121,2023-03-10,C5027,27,Female,P22190,Shampoo,Beleza,346.34,1,25,Sim,259.76,Paypal,Centro-Oeste,39.55,8,Entregue,3,Não,Desktop,268,Website,DISC648
O02879,2023-03-10,C7391,29,Female,P76421,Estante,Móveis,384.9,3,30,Sim,808.29,Boleto,Sul,56.75,12,Entregue,4,Não,Desktop,30,App,DISC845
O02077,2023-03-10,C2873,63,Male,P12205,Maquiagem,Beleza,252.49,10,25,Sim,1893.68,Dinheiro,Nordeste,94.09,4,Entregue,4,Não,Desktop,81,App,DISC193
O01393,2023-03-10,C5988,78,Male,P14600,Tablet,Eletrônicos,92.58,3,25,Sim,208.3,Cartão de Crédito,Norte,40.94,10,Entregue,4,Não,Mobile,171,Website,DISC810
O02541,2023-03-10,C6602,62,Female,P58106,Boneca,Brinquedos,460.46,2,0,Não,920.92,Pix,Norte,7.17,4,Entregue,3,Não,Desktop,485,Website,
O02805,2023-03-10,C2907,46,Other,P25628,Romance,Livros,354.13,1,20,Sim,283.3,Boleto,Sul,61.02,14,Entregue,1,Não,Mobile,75,App,DISC402
O00814,2023-03-10,C8470,27,Female,P10589,Perfume,Beleza,214.61,9,20,Sim,1545.19,Boleto,Norte,32.55,8,Entregue,4,Sim,Desktop,545,Website,DISC295
O02813,2023-03-11,C4775,75,Other,P30809,Pipoca,Alimentos,339.76,10,25,Sim,2548.2,Dinheiro,Centro-Oeste,32.73,1,Cancelado,2,Não,Mobile,178,App,DISC178
O02864,2023-03-11,C3741,60,Male,P55733,Pelúcia,Brinquedos,193.54,10,0,Não,1935.4,Paypal,Nordeste,50.87,6,Entregue,4,Não,Mobile,170,App,
O00628,2023-03-11,C3064,70,Female,P21101,Halteres,Esportes,16.43,2,15,Sim,27.93,Cartão de Crédito,Sul,21.08,11,Entregue,5,Não,Desktop,546,App,DISC502
O02849,2023-03-11,C1215,73,Female,P66278,Quebra-cabeça,Brinquedos,15.11,4,0,Não,60.44,Paypal,Norte,26.04,8,Cancelado,4,Não,Mobile,553,Website,
O02704,2023-03-11,C5479,20,Female,P23936,Café,Alimentos,497.33,1,10,Sim,447.6,Pix,Centro-Oeste,60.05,3,Cancelado,4,Não,Tablet,495,Website,DISC792
O02276,2023-03-11,C1298,77,Male,P70530,Pelúcia,Brinquedos,408.67,3,10,Sim,1103.41,Boleto,Nordeste,46.47,10,Cancelado,4,Não,Desktop,544,App,DISC124
O00947,2023-03-11,C2855,56,Female,P11461,Camiseta,Roupas,157.48,5,15,Sim,669.29,Cartão de Crédito,Sudeste,36.23,4,Entregue,4,Sim,Mobile,239,App,DISC371
O02728,2023-03-12,C4992,51,Male,P29623,Sofá,Móveis,241.25,10,20,Sim,1930.0,Pix,Sudeste,7.15,10,Entregue,4,Não,Mobile,366,Website,DISC255
O02186,2023-03-12,C1662,37,Female,P13652,Estante,Móveis,398.47,9,30,Sim,2510.36,Boleto,Norte,26.41,7,Entregue,4,Não,Desktop,257,Website,DISC616
O01790,2023-03-13,C8279,74,Other,P20558,Sabonete,Beleza,472.92,10,30,Sim,3310.44,Boleto,Sudeste,56.83,10,Entregue,1,Não,Mobile,597,App,DISC612
O01794,2023-03-13,C1090,72,Male,P24656,Pipoca,Alimentos,250.55,7,0,Não,1753.85,Dinheiro,Centro-Oeste,94.01,12,Entregue,2,Não,Desktop,344,App,
O02674,2023-03-13,C8675,65,Male,P77224,Tênis,Esportes,115.13,2,0,Não,230.26,Paypal,Norte,48.34,2,Em trânsito,2,Não,Mobile,288,App,
O00005,2023-03-13,C4604,51,Other,P45674,Mesa,Móveis,351.68,7,5,Sim,2338.67,Paypal,Sudeste,36.35,4,Em trânsito,5,Não,Mobile,552,Website,DISC589
O02210,2023-03-13,C7911,47,Female,P22996,Carrinho,Brinquedos,473.37,1,30,Sim,331.36,Cartão de Crédito,Nordeste,54.01,7,Entregue,5,Não,Mobile,237,Website,DISC105
O02971,2023-03-13,C7937,25,Male,P88254,Biografia,Livros,490.96,7,0,Não,3436.72,Paypal,Sul,79.16,5,Entregue,5,Não,Desktop,544,Website,
O00765,2023-03-13,C5967,48,Female,P83306,Carrinho,Brinquedos,353.74,6,25,Sim,1591.83,Pix,Centro-Oeste,59.81,1,Em trânsito,4,Não,Desktop,446,App,DISC886
O01760,2023-03-13,C5247,23,Female,P53558,Sabonete,Beleza,139.86,4,15,Sim,475.52,Cartão de Crédito,Sul,49.12,12,Entregue,5,Não,Desktop,338,App,DISC656
O01548,2023-03-13,C5131,23,Female,P59153,Maquiagem,Beleza,368.3,10,10,Sim,3314.7,Pix,Sul,97.64,6,Entregue,4,Não,Mobile,49,App,DISC810
O01527,2023-03-14,C9954,58,Female,P90853,Sapato,Roupas,21.78,3,0,Não,65.34,Boleto,Sudeste,88.73,1,Entregue,5,Não,Mobile,141,Website,
O00859,2023-03-14,C7028,23,Other,P40268,Chocolate,Alimentos,70.19,10,0,Não,701.9,Dinheiro,Nordeste,27.24,4,Entregue,4,Não,Tablet,32,Website,
O02273,2023-03-14,C1857,21,Female,P29396,Cama,Móveis,338.98,4,5,Sim,1288.12,Dinheiro,Centro-Oeste,46.0,12,Cancelado,4,Não,Desktop,541,Website,DISC412
O01406,2023-03-14,C5594,53,Other,P59849,Tablet,Eletrônicos,227.21,8,0,Não,1817.68,Boleto,Centro-Oeste,88.58,1,Entregue,4,Não,Mobile,285,Website,
O02083,2023-03-14,C7792,77,Other,P31200,Boneca,Brinquedos,308.35,8,20,Sim,1973.44,Cartão de Crédito,Nordeste,91.95,13,Em trânsito,5,Não,Desktop,561,App,DISC595
O02089,2023-03-14,C3462,27,Male,P25058,Cadeira,Móveis,139.25,2,20,Sim,222.8,Paypal,Centro-Oeste,98.02,2,Entregue,1,Não,Desktop,572,App,DISC868
O01846,2023-03-14,C5500,61,Female,P18262,Headphones,Eletrônicos,35.95,10,25,Sim,269.62,Pix,Nordeste,94.29,1,Em trânsito,5,Não,Desktop,426,Website,DISC717
O02384,2023-03-14,C7411,32,Male,P58005,Raquete,Esportes,66.2,5,25,Sim,248.25,Pix,Norte,35.98,14,Entregue,3,Não,Desktop,281,Website,DISC655
O00603,2023-03-15,C4220,45,Female,P76003,Estante,Móveis,217.18,10,30,Sim,1520.26,Paypal,Sudeste,18.2,4,Entregue,2,Não,Mobile,568,App,DISC987
O02809,2023-03-15,C8265,66,Female,P13477,Cadeira,Móveis,68.55,3,20,Sim,164.52,Boleto,Norte,6.05,6,Entregue,5,Não,Mobile,563,Website,DISC507
O02966,2023-03-15,C6529,65,Female,P99142,Laptop,Eletrônicos,410.51,1,15,Sim,348.93,Pix,Centro-Oeste,81.21,8,Em trânsito,5,Não,Mobile,226,Website,DISC981
O02183,2023-03-15,C3776,37,Female,P97328,Chocolate,Alimentos,137.95,6,30,Sim,579.39,Pix,Sul,99.96,1,Entregue,1,Sim,Mobile,196,App,DISC436
O01685,2023-03-15,C4435,53,Male,P38478,Calça,Roupas,127.86,4,10,Sim,460.3,Paypal,Centro-Oeste,85.05,8,Em trânsito,4,Não,Desktop,40,App,DISC259
O00968,2023-03-16,C8291,74,Male,P57236,Cadeira,Móveis,40.8,7,0,Não,285.6,Cartão de Crédito,Centro-Oeste,49.57,9,Em trânsito,3,Não,Mobile,527,Website,
O00786,2023-03-16,C1628,31,Other,P49420,História,Livros,104.08,7,15,Sim,619.28,Pix,Sul,38.33,5,Em trânsito,5,Não,Desktop,534,App,DISC946
O01180,2023-03-16,C8206,34,Female,P97914,Halteres,Esportes,233.13,2,15,Sim,396.32,Paypal,Sul,38.49,3,Em trânsito,4,Não,Mobile,358,App,DISC912
O02701,2023-03-16,C2390,36,Female,P21675,Mesa,Móveis,17.03,1,20,Sim,13.62,Dinheiro,Norte,96.9,11,Entregue,5,Não,Desktop,185,Website,DISC367
O01730,2023-03-16,C8737,31,Female,P77951,Mesa,Móveis,322.69,4,0,Não,1290.76,Paypal,Nordeste,70.78,4,Entregue,3,Não,Mobile,99,Website,
O02784,2023-03-16,C2391,52,Female,P20472,Creme,Beleza,400.78,6,15,Sim,2043.98,Dinheiro,Sudeste,56.22,8,Entregue,4,Não,Desktop,449,Website,DISC787
O01336,2023-03-16,C7410,51,Male,P25523,Corda,Esportes,287.74,7,25,Sim,1510.64,Paypal,Sul,18.16,3,Entregue,5,Não,Mobile,351,Website,DISC308
O00536,2023-03-16,C2809,40,Female,P45242,Estante,Móveis,51.61,8,0,Não,412.88,Dinheiro,Nordeste,50.35,2,Entregue,4,Não,Mobile,257,App,
O00282,2023-03-16,C4134,54,Female,P51041,Lego,Brinquedos,456.6,1,15,Sim,388.11,Pix,Norte,18.13,6,Entregue,5,Não,Desktop,231,Website,DISC583
O01348,2023-03-17,C4801,75,Female,P50950,Smartphone,Eletrônicos,380.74,7,0,Não,2665.18,Dinheiro,Nordeste,36.85,4,Entregue,4,Não,Desktop,148,Website,
O02751,2023-03-17,C3716,22,Male,P49062,Sofá,Móveis,412.21,7,30,Sim,2019.83,Paypal,Nordeste,97.16,3,Entregue,4,Não,Desktop,401,Website,DISC801
O02922,2023-03-17,C8607,65,Male,P76741,Camiseta,Roupas,475.06,2,30,Sim,665.08,Dinheiro,Centro-Oeste,41.47,7,Cancelado,4,Não,Desktop,543,App,DISC145
O01027,2023-03-17,C7163,51,Male,P46079,Pipoca,Alimentos,10.7,9,20,Sim,77.04,Pix,Sul,8.79,1,Entregue,4,Não,Mobile,550,App,DISC964
O00571,2023-03-17,C2316,43,Female,P32340,Ficção Científica,Livros,425.91,2,15,Sim,724.05,Paypal,Nordeste,45.29,10,Em trânsito,1,Não,Mobile,51,Website,DISC369
O02111,2023-03-17,C9497,71,Male,P37563,Sabonete,Beleza,439.81,5,20,Sim,1759.24,Cartão de Crédito,Sudeste,76.79,5,Entregue,5,Não,Mobile,172,App,DISC221
O00463,2023-03-17,C9448,41,Male,P26494,Boneca,Brinquedos,378.11,3,5,Sim,1077.61,Paypal,Centro-Oeste,90.75,4,Entregue,5,Não,Tablet,321,App,DISC387
O00601,2023-03-17,C8170,65,Male,P55833,Bola,Esportes,160.02,9,25,Sim,1080.14,Dinheiro,Sul,47.39,11,Entregue,2,Não,Desktop,218,App,DISC335
O02066,2023-03-17,C3581,54,Female,P54711,Shampoo,Beleza,355.88,1,20,Sim,284.7,Pix,Nordeste,27.81,9,Entregue,3,Não,Desktop,341,App,DISC677
O01812,2023-03-17,C5538,50,Male,P75984,Headphones,Eletrônicos,288.28,10,5,Sim,2738.66,Dinheiro,Sul,36.04,6,Atrasado,4,Não,Mobile,205,App,DISC734
O01828,2023-03-18,C9923,20,Female,P44505,Laptop,Eletrônicos,78.49,8,15,Sim,533.73,Paypal,Sudeste,29.49,5,Entregue,2,Não,Mobile,145,App,DISC849
O02244,2023-03-18,C9320,49,Female,P13846,Quebra-cabeça,Brinquedos,269.59,6,0,Não,1617.54,Boleto,Nordeste,54.58,4,Entregue,4,Não,Desktop,183,App,
O02175,2023-03-18,C5769,54,Female,P23582,Smartwatch,Eletrônicos,494.88,6,15,Sim,2523.89,Cartão de Crédito,Sul,80.61,13,Entregue,1,Não,Mobile,470,App,DISC175
O01667,2023-03-18,C6592,62,Female,P26744,Pipoca,Alimentos,278.17,3,25,Sim,625.88,Cartão de Crédito,Centro-Oeste,84.44,10,Entregue,3,Não,Mobile,310,App,DISC251
O02091,2023-03-18,C6953,49,Other,P62755,Smartphone,Eletrônicos,476.35,7,0,Não,3334.45,Pix,Norte,15.33,2,Em trânsito,4,Não,Desktop,546,Website,
O02581,2023-03-19,C5340,74,Female,P25412,Maquiagem,Beleza,187.96,2,15,Sim,319.53,Boleto,Centro-Oeste,79.07,11,Entregue,5,Não,Mobile,191,Website,DISC632
O01270,2023-03-19,C3104,77,Female,P87763,Sabonete,Beleza,418.07,7,10,Sim,2633.84,Dinheiro,Sul,90.53,11,Cancelado,2,Não,Mobile,276,App,DISC229
O00888,2023-03-19,C2104,62,Male,P49673,Camiseta,Roupas,48.23,5,25,Sim,180.86,Dinheiro,Centro-Oeste,94.6,11,Cancelado,4,Não,Desktop,362,App,DISC518
O02782,2023-03-19,C8437,56,Female,P48787,Sabonete,Beleza,381.72,4,25,Sim,1145.16,Dinheiro,Centro-Oeste,61.79,12,Entregue,2,Não,Mobile,123,Website,DISC703
O00755,2023-03-19,C3468,72,Female,P81257,Tablet,Eletrônicos,410.37,3,0,Não,1231.11,Cartão de Crédito,Centro-Oeste,83.42,1,Entregue,5,Não,Desktop,88,Website,
O00856,2023-03-19,C4109,61,Female,P78309,Shampoo,Beleza,424.03,1,5,Sim,402.83,Paypal,Norte,32.91,7,Entregue,4,Não,Desktop,446,App,DISC413
O01230,2023-03-19,C5236,73,Male,P17543,Suco,Alimentos,168.34,6,15,Sim,858.53,Cartão de Crédito,Sul,78.07,7,Entregue,3,Não,Desktop,136,Website,DISC657
O02243,2023-03-19,C8604,63,Male,P56308,Raquete,Esportes,176.26,7,0,Não,1233.82,Cartão de Crédito,Nordeste,95.0,7,Cancelado,4,Não,Desktop,407,App,
O01047,2023-03-19,C2813,56,Male,P59993,Boneca,Brinquedos,119.33,2,15,Sim,202.86,Paypal,Centro-Oeste,42.56,12,Entregue,3,Não,Mobile,540,Website,DISC136
O02537,2023-03-20,C6296,20,Female,P60293,Ficção Científica,Livros,361.02,4,5,Sim,1371.88,Cartão de Crédito,Sudeste,62.28,1,Entregue,4,Não,Mobile,248,App,DISC813
O02410,2023-03-20,C1404,44,Male,P98898,Suco,Alimentos,361.19,10,5,Sim,3431.3,Pix,Nordeste,42.42,7,Cancelado,5,Não,Desktop,450,Website,DISC919
O02941,2023-03-20,C4462,68,Male,P79484,Tênis,Esportes,188.52,2,30,Sim,263.93,Dinheiro,Norte,82.88,2,Entregue,2,Não,Mobile,337,Website,DISC934
O02480,2023-03-20,C3999,31,Other,P99758,Tablet,Eletrônicos,162.24,9,20,Sim,1168.13,Boleto,Norte,12.09,1,Cancelado,3,Não,Mobile,350,App,DISC184
O01766,2023-03-20,C3398,21,Male,P45607,Perfume,Beleza,221.92,4,5,Sim,843.3,Dinheiro,Sul,85.11,1,Em trânsito,4,Não,Desktop,243,Website,DISC193
O01719,2023-03-20,C7999,68,Female,P94192,Estante,Móveis,369.04,5,10,Sim,1660.68,Cartão de Crédito,Sul,44.96,10,Entregue,4,Não,Desktop,552,Website,DISC729
O00664,2023-03-21,C9835,78,Female,P42400,Maquiagem,Beleza,296.03,6,10,Sim,1598.56,Pix,Sudeste,74.76,1,Entregue,5,Não,Mobile,76,App,DISC629
O02447,2023-03-21,C1924,54,Female,P53118,Smartphone,Eletrônicos,76.4,10,15,Sim,649.4,Boleto,Norte,68.3,9,Em trânsito,2,Sim,Desktop,199,App,DISC778
O01977,2023-03-21,C8415,66,Male,P43926,Café,Alimentos,138.54,8,5,Sim,1052.9,Pix,Sudeste,53.72,1,Entregue,1,Não,Desktop,457,App,DISC183
O01815,2023-03-21,C1584,47,Male,P83644,Boneca,Brinquedos,98.68,7,30,Sim,483.53,Boleto,Sul,88.82,6,Entregue,4,Não,Mobile,557,App,DISC476
O01436,2023-03-21,C4262,69,Male,P10051,Camiseta,Roupas,62.98,6,5,Sim,358.99,Cartão de Crédito,Centro-Oeste,44.27,4,Entregue,4,Não,Mobile,35,App,DISC727
O02893,2023-03-22,C2867,30,Male,P90118,Raquete,Esportes,366.01,8,15,Sim,2488.87,Boleto,Centro-Oeste,13.76,8,Entregue,3,Não,Mobile,543,Website,DISC795
O01613,2023-03-22,C7139,30,Male,P93035,Calça,Roupas,27.77,4,30,Sim,77.76,Paypal,Nordeste,84.51,6,Entregue,3,Não,Mobile,73,App,DISC958
O00104,2023-03-22,C3990,76,Female,P49412,Tablet,Eletrônicos,450.69,9,25,Sim,3042.16,Dinheiro,Nordeste,21.13,8,Em trânsito,4,Não,Desktop,407,Website,DISC717
O00204,2023-03-22,C4629,43,Male,P29377,Estante,Móveis,180.85,5,0,Não,904.25,Dinheiro,Sul,27.24,3,Entregue,3,Não,Desktop,361,App,
O00806,2023-03-22,C2772,49,Other,P36170,Sabonete,Beleza,314.36,7,20,Sim,1760.42,Pix,Centro-Oeste,65.83,9,Entregue,5,Não,Desktop,544,Website,DISC330
O01308,2023-03-22,C6255,30,Female,P45919,Biscoito,Alimentos,194.48,4,25,Sim,583.44,Pix,Centro-Oeste,41.51,14,Cancelado,3,Não,Mobile,424,App,DISC264
O01441,2023-03-22,C6232,33,Male,P26080,Biscoito,Alimentos,252.41,8,10,Sim,1817.35,Paypal,Centro-Oeste,69.15,8,Cancelado,4,Não,Desktop,160,Website,DISC639
O00061,2023-03-22,C5628,54,Other,P15364,Sabonete,Beleza,155.22,4,25,Sim,465.66,Paypal,Centro-Oeste,39.57,2,Entregue,1,Não,Mobile,403,Website,DISC142
O00711,2023-03-23,C8557,76,Female,P54069,Pipoca,Alimentos,93.24,4,25,Sim,279.72,Paypal,Sudeste,89.08,3,Entregue,5,Não,Mobile,447,App,DISC465
O02878,2023-03-23,C3118,56,Female,P98249,Quebra-cabeça,Brinquedos,227.62,8,25,Sim,1365.72,Pix,Sudeste,75.75,14,Entregue,5,Não,Mobile,534,App,DISC706
O01890,2023-03-23,C2635,35,Female,P11268,Bola,Esportes,257.24,2,10,Sim,463.03,Cartão de Crédito,Sudeste,5.55,2,Cancelado,4,Não,Mobile,39,Website,DISC888
O01663,2023-03-23,C2134,68,Male,P57316,Carrinho,Brinquedos,444.0,8,25,Sim,2664.0,Paypal,Norte,41.16,5,Entregue,3,Não,Desktop,257,App,DISC156
O02099,2023-03-23,C6983,68,Female,P52136,Smartphone,Eletrônicos,73.8,9,0,Não,664.2,Pix,Sul,63.18,4,Entregue,4,Não,Tablet,574,Website,
O02506,2023-03-23,C4340,77,Male,P52710,Maquiagem,Beleza,185.85,9,25,Sim,1254.49,Cartão de Crédito,Sul,88.14,7,Cancelado,4,Não,Mobile,440,Website,DISC197
